id,zotero_link,year,title
6186,7B7A8KA6,2016,Urbanization and Religion in Ancient Central Mexico
6187,RKVF5L6G,2005,Bhoma's Kitchen: Food Culture and Food Symbolism in Pre-Islamic Java
6188,HR6MJ6UL,2011,Daily Life in the Ottoman Empire
6189,CYYUQLXC,2018,"The Ceramics, Agricultural Resources and Food"
6190,IDIPWEFL,1977,A History of China
6191,8AQLGP4F,1999,The Papacy and Papal States
6192,XSCNRIKY,2004,The Meat-Eating Culture of Japan at the Beginning of Westernization
6193,5SDFFTY3,2014,History Of Japanese Food
6194,AX5C8IM7,2000,Archaeology of Ancient Mexico and Central America: An Encyclopedia
6195,W3HJ2U7U,2016,"Animal Management at the Ancient Metropolis of Teotihuacan, Mexico: Stable Isotope Analysis of Leporid (Cottontail and Jackrabbit) Bone Mineral"
6196,KWDQBAUF,2006,The great transformation: the beginning of our religious traditions
6197,63J94NKW,1980,Dwellings in Ancient Japan: Shapes and Cultural Context
6198,T5SRVKXV,2015,"Archaeology of East Asia: The Rise of Civilization in China, Korea and Japan"
6199,N8R2U5XX,1996,Prehistoric Japan: new perspectives on insular East Asia
6200,5Z4YYN99,1966,Japan before Buddhism
6201,WUS92XSY,1975,The Birth of Japan
6202,UR2Z7N3W,1994,On Representations of Camels and Camel-Riders in the Rock Art of North Yemen
6203,HGK23ABQ,1998,"Southwest Arabia During the Holocene: Recent
Archaeological Developments"
6204,X3MRZCH5,2002,Arabia Felix: An Exploration of the Archaeological History of Yemen
6205,JP9KX5BK,1991,Bronze Age Rock Pictures in North Yemen
6206,N7NW6PAB,2011,"The Palaeopopulationgenetics of Humans, Cattle and Dairying in the Neolithic Europe"
6207,4G68J7F3,2016,"Metal, Nomads and Culture Contact: The Middle East and North Africa"
6208,JGB5S74T,0,Archaeology in Anatolia
6209,TMV98GCZ,2009,Whose Bones are those? Preliminary Comparative Analysis of Fragmented Human and Animal Bones in the 'Death Pit' at Domuztepe a Late Neolithic Settlement in Southeastern Turkey
6210,9EU38H35,1989,Les Fouilles de Kosk Hoyuk
6211,MYK4ITM2,1997,A History of Japan: Revised Edition
6212,7WWXAQNX,2012,Siege Weapons of the Far East (2): AD 960–1644
6213,79ER7VSN,1993,Japan: A Concise History
6214,6TSNY4MH,2004,Pre-Industrial Korea and Japan in Environmental Perspective
6215,2E983GBL,2015,Martial Arts Training in Japan: A Guide for Westerners
6216,9JU89TUS,1999,"A Glossary of the Construction, Decoration and Use of Arms and Armor: in All Countries and in All Times"
6217,AVTCKCCY,1987,"Udewa, yubiwa [Bracelets, rings]"
6218,QYTXAQGK,2007,State Formation in Japan: Emergence of a 4th-Century Ruling Elite
6219,A2BBAAY5,1978,Political Evolution in Late Prehistoric Japan
6220,E7M9ZB7T,2007,Technology and the Culture of Progress in Meiji Japan
6221,KKJDVGA5,2009,Nodes and edges: A network approach to hierarchisation and state formation in Japan
6222,CDTPTA5Q,1998,Sacred Texts and Burried Treasures: Issues in the Historical Archaeology of Ancient Japan
6223,L7RV8SDW,2007,Japanese Beginnings
6224,72J9WZUT,2002,Japan Encyclopedia
6225,JTCEX67G,1993,Japan and the Continent in the Jomon and Yayoi Periods
6226,FG6JKUEA,1993,Early Kami Worship
6227,TLASDGIZ,2002,"An archaeological history of Japan: 30,000 B.C. to A.D. 700"
6228,DIRCS93A,1978,Jomon Subsistence and Population
6229,7TMAM7IK,1982,Social and economic conditions for the formation of the early Japanese state
6230,9PE88FWV,2014,Drylands: Environmental Management and Development
6231,XXAF82H2,1967,Marital Residence and the Functions of Romantic Love
6232,FF49S7Q4,2012,"Parental Nurturance in the Standard Cross-Cultural Sample: Theory, Coding, and Scores"
6233,CMPKQKVS,2006,World Map of the Köppen-Geiger climate classification updated
6234,HKC3YMJT,2009,Les dépôts métalliques du Bronze final de Cannes-Écluse (Seine-et-Marne) : étude technique des jambières du dépôt 1
6235,SEDANXAN,1967,Les dépôts de bronze de Cannes-Écluse (Seine-et-Marne).
6236,EF7MAI9G,0,"Oppida celtiques, atlas des fortifications celtiques Europe, villes celtiques, oppidum gaulois"
6237,RVUJHTJA,0,"Oppida celtiques, atlas des fortifications celtiques Europe, villes celtiques, oppidum gaulois"
6238,Z2WBTDXT,1991,Risk and survival in ancient Greece: reconstructing the rural domestic economy
6239,W3G6E3N5,1982,Sitometreia: The Role of Grain as a Staple Food in Classical Antiquity
6240,D4ZUHTHG,2011,"The illusion of Power, the Power of Illusion: Ideology and the Concretization of Social Difference in Early-Iron Age Europe"
6241,QBPXUPUS,2008,The politics of storage : storage and sociopolitical complexity in neopalatial Crete
6242,IHXMPUMQ,1997,The ancient Celts
6243,QHUBGHHE,2007,Debating Jomon Social Complexity
6244,NQXRABLY,2011,The Archaeology of Religion and Ritual in the Prehistoric Japanese Archipelago
6245,QT433XIK,2001,Jomon
6246,7WI37U7W,2008,"Growth and Decline in Complex Hunter-Gatherer Societies: A Case Study From the Jomon Period Sannai Maruyama Site, Japan"
6247,VPFN6XBH,2010,"Why Didn't Agriculture Develop in Japan? A Consideration of Jomon Ecological Style, Niche Construction, and the Origins of Domestication"
6248,7YDV5KGG,1996,A History of Law in Japan Until 1868
6249,F9RRA59H,2004,Ancient Jomon of Japan
6250,4DW9UFZD,2000,Japanese Prehistory: The Material and Spiritual Culture of the Jōmon Period
6251,F499Z7S4,1993,The Earliest Societies in Japan
6252,XGJH9KD2,2013,The Archaeology of Japan: From the Earliest Rice Farming Villages to the Rise of the State
6253,HJF4WTRY,2004,Jomon reflections: forager life and culture in the prehistoric Japanese archipelago
6254,WH6NHDHM,2019,A Girardian Framework for Violent Injuries at Neolithic Catalhoyuk in their Western Asian Context
6255,XSJS7K3C,2012,Probing Religion at Catalhoyuk: An Interdisciplinary Experiment
6256,D4HS5DZZ,2001,Recent Research on Emergent Complexity in Cambodia's Mekong
6257,YZWDAB9C,2007,A Record of Cambodia: The Land and Its People
6258,C49PCQVH,2009,The History of Cambodia
6259,HZG83I6P,2003,Angkor and the Khmer civilization
6260,68DGBSEQ,1999,"Emerging Complexity on the Kahramanmaraş Plain, Turkey: The Domuztepe Project, 1995-
1997"
6261,52ZA58GJ,1958,The End of the Early Bronze Age in Anatolia and the Aegean
6262,6RHABCRC,0,"The Shang Dynasty, 1600 to 1050 BCE"
6263,B72BXMDB,2012,Animals and Inequality in Chalcolithic Central Anatolia
6264,GVJ8F5BA,2016,Ritual human sacrifice promoted and sustained the evolution of stratified societies
6265,YEVFLWHV,2004,Shame in Two Cultures: Implications for Evolutionary Approaches
6266,8ZJF45RJ,2010,The Neurodevelopment of Empathy in Humans
6267,ZMFH42PE,2015,Before Himyar: Epigraphic Evidence for the Kingdoms of South Arabia
6268,BLGR9LTT,1979,Pre-Angkor Cambodia: Evidence from the Inscriptions in Khmer concerning the common people and their environment
6269,H8WRQ2XF,2010,Chenla
6270,4VGE8IMZ,2015,Intensive Agriculture and Early Complex Societies of the Basin of Mexico: The Formative Period
6271,L743EUD5,1979,The Basin Of Mexico: Ecological Processes In The Evolution Of A Civilization
6272,MN8PY6SL,1987,Risk and Agricultural Intensification During the Formative Period in the Northern Basin of Mexico
6273,DM3243N5,1975,Settlement and Population Trends in the Basin of Mexico (Ixtapaluca and Zacatenco Phases)
6274,XKHBKGI9,1977,Early Sedentary Communities of the Basin of Mexico
6275,ZI8N64ND,1986,"Formative Lacustrine Adaptation: Botanical Remains from Terremote-Tlaltenco, D.F., México"
6276,7DQBYZRF,1976,Zohapilco: cinco milenios de ocupación humana en un sitio lacustre de la Cuenca de México
6277,B3JLIWW3,2006,"Ranked Societies, Iconographic Complexity, and Economic Wealth in the Basin of Mexico Toward 1200 BC"
6278,L2CVBP9W,1999,The barbarians speak: how the conquered peoples shaped Roman Europe
6279,2AM4HEU5,1995,The significance of major settlements in European Iron Age society
6280,Y79UDHYY,2007,The archaeology of Celtic art
6281,72A9JW48,2002,The Bronze Age
6282,2ZPFC4AV,2013,"The Bell Beaker funeral group from Sierentz ""Les Villas d’Aurèle"" (Haut-Rhin, France)"
6283,VYHJMCCF,2013,Europe 2500 to 2200 BC: Between Expiring Ideologies and Emerging Complexity
6284,MZC3GUGQ,2008,Bracers or Bracelets? About the Functionality and Meaning of Bell Beaker Wrist-guards.
6285,D8AP9BZF,2013,"Pre-Modern East Asia: A Cultural, Social, and Political History, Volume I: To 1800"
6286,YPNMH2IC,1999,The Art and Architecture Of The Warring States Period
6287,VNW7VIXP,1999,The Spring and Autumn Period
6288,RB8FGPFX,1993,Iron and Steel in Ancient China
6289,YW97JAK3,2008,Gateways to Beijing
6290,TVTGMKNP,2010,The New Cultural Atlas of China
6291,XU9E2WR8,1992,Weapons in ancient China
6292,RTMFSNTV,2013,A Short History of China
6293,Q9HAFNYU,2014,Transnationalism in Ancient and Medieval Societies: The Role of Cross-Border Trade and Travel
6294,3ELU5GUQ,2013,The Discovery and Study of the Early Shang Culture
6295,RPRWUCX5,2013,The Erlitou Culture
6296,243Z4UPT,2011,China: A History
6297,V9KK7G49,2014,Archaeology of the Chinese Bronze Age: From Erlitou to Anyang
6298,DPH4F6DB,2006,Urbanization in China: Erlitou and Its Hinterland
6299,WS5RK2HX,2003,"""The Products of Minds as Well as of Hands"": Production of Prestige Goods in the Neolithic and Early State Periods of China"
6300,GRQXM6LM,2005,Unearthing Technology's Influence on the Ancient Chinese Dynasties through Metallurgical Investigations
6301,DU2J2ZFB,2014,The Earliest States in China: A Long-term Trajectory Approach
6302,QUL2KD3Z,2001,Peiligang
6303,YM57MR5F,2001,Longshan
6304,F82EE9ZF,1981,A Study of Early Chinese Armor
6305,JTMM5PGS,2013,Battles of Ancient China
6306,RTEZZDY8,2011,Ancient Chinese Warfare
6307,S5YXPUQZ,1983,The secondary exploitation of animals in the Old World
6308,8HIZDLLN,2000,The Illinois Society: Warfare
6309,UCNYWPPC,2000,The Illinois Techology: Weapons
6310,3ULKD3EW,2000,The Illinois Society
6311,MC5Y4TKP,2000,The Illinois Archaeology: Starved Rock Site
6312,SNWMP7V9,2000,The Illinois Decline
6313,RPHMLAPJ,2000,The Illinois Economy: Settlements
6314,52XQFNZD,2010,Problem and Progress in Protohistoric Period Archaeology since Calumet and Fleur-de-Lys
6315,BA8XVDQN,1978,Handbook of North American Indians
6316,XVGL2QHD,2005,North American archaeology
6317,C8IVWSDJ,1947,Indians before Columbus: twenty thousand years of North American history revealed by archeology
6318,6FUV3LXY,2006,Late Mississippian Caborn-Welborn Social and Political Relationships
6319,9QDA2CME,0,Late Prehistoric Technology: Weapons
6320,S6TX7MIR,2007,Cahokia and the Evidence for Late Pre-Columbian War in the North American Midcontinent
6321,5ID2LTVU,2002,The Residues of Feasting and Public Ritual at Early Cahokia
6322,5T3ZBRQT,2017,"A History of Babylon, 2200 BC - AD 75"
6323,IWUWJEQ3,1982,Babylonia
6324,YVI8FG3X,2002,Cahokia: Mirror of the Cosmos
6325,BUVBGFTN,2011,The Early Bronze Age in Southeastern Anatolia
6326,7YILTJNP,2002,The Iron Age
6327,JYTS9YS6,2004,Ancient Cahokia and the Mississippians
6328,P945CY6H,1995,Settlement and social systems at the end of the Iron Age
6329,EHQSL6PV,2002,Woodland Period Archaeology in the American Bottom
6330,YQAP6U44,2003,"The Celts: origins, myths & inventions"
6331,KWM6YP38,2004,Celts
6332,RN5AW7GW,2013,Social Complexity and the Bow in the Eastern Woodlands
6333,56EXR49I,2001,"People, Ideas and Goods: New Perspectives on 'Celtic Barbarians' in Western and Central Europe (500-250 BC)"
6334,9PPUBMQP,1950,Metallurgy in antiquity; a notebook for archaeologists and technologists.
6335,UA3S48IX,1995,The material culture of social structure: rank and status in early Iron Age Europe.
6336,G56KRN8Q,2010,Cahokia Mounds: America's First City
6337,LG2BUYUH,1995,"Celtic chiefdom, Celtic state: the evolution of complex social systems in prehistoric Europe"
6338,2WBA7N5Z,2006,The Cahokia Chiefdom: The Archaeology of a Mississippian Society
6339,483BRDRA,2006,Celtic culture: a historical encyclopedia
6340,4S4QK8DM,2015,Bronze Age Cultures in France
6341,28K42M7A,2014,Social Complexity at Cahokia
6342,KUXBITK5,2001,Encyclopedia of Prehistory: Volume 4: Europe
6343,UY5ZYUWE,1997,Conflict and Competition in Spanish Prehistory: The Role of Warfare in Societal Development from the Late Fourth to Third Millnium BC
6344,9BG3XIP2,2015,Open Warfare or the Odd Skirmish? Bell Beaker Violence in the North‐Eastern Iberian Peninsula
6345,AKJAUBGM,2012,Background to Beakers: Inquiries in Regional Cultural Backgrounds to the Bell Beaker Complex
6346,IPU9UA8I,2004,"Native North American Armor, Shields, and Fortifications"
6347,KJNNGAQX,1964,Why the Iroquois Won: An Analysis of Iroquois Military Tactics
6348,ULF78LBI,1998,The Myers Road Site: archaeology of the early to middle Iroquoian transition
6349,FJ3EAI76,2003,Iroquoia: the development of a Native world
6350,MKRRCUSL,1979,A proxemic analysis of the Iroquoian settlement pattern
6351,KJQLGMR6,1968,"A history of the New York Iroquois, now commonly called the Six Nations"
6352,TQ4KR3AE,1996,The Iroquois
6353,EQZYAI2R,2001,Proto-Iroquois
6354,U5C5XR8K,2011,The Chalcolithic of Southeast Anatolia
6355,2D9BGD7P,2014,Burying Things: Practices of Cultural Disposal at the Late Neolithic Domuztepe South East Turkey
6356,DFR2TN2U,2008,The nature of the beast: Curating animals and ancestors at Catalhoyuk
6357,MGPIC9AP,2014,Early Bronze Age burial customs on the central Anatolian plateau: a view from Demircihöyük-Sarıket
6358,JTFZXEPQ,2011,The Early Bronze Age on the Plateau
6359,QT43ZTEB,1957,The Development and Diffusion of Metal Types in Early Bronze Age Anatolia
6360,UKVU69MT,2013,"Reassessing Anthropomorphic Metal Figurines of Alacahoyuk, Anatolia"
6361,9GJXX2HW,2006,Burial Customs of the Chamber Tombs in Southeast Anatolia During the Early Bronze Age
6362,AS2E2TQZ,2010,"The Prehistory of Asia Minor
From Complex Hunter-Gatherers to Early Urban Societies"
6363,4QBQE5GG,2009,Ancient Turkey
6364,RTBFR6N7,1979,The Megaron and Apsidal House in Early Bronze Age Western Anatolia: New Evidence from Karataş
6365,INGCAEEN,1996,Early Turkey: An Introduction to the Archaeology of Anatolia from Prehistory Through the Lydian Period
6366,FUN4BQJG,2007,The Emergence of Different Social Systems in Early Bronze Age Anatolia: Urbanisation versus Centralisation
6367,QG42QEFQ,2011,Metals and Metallurgy
6368,BFQPKQM5,1966,"Excavations at Can Hasan, 1965; Fifth Preliminary Report"
6369,34NEQN8J,1965,"Excavations at Can Hasan; Fourth Preliminary Report, 1964"
6370,SKKWIXEQ,1986,Recent Archaeological Research in Turkey
6371,DE9D39FS,1966,The Chalcolithic and Early Bronze Ages in the Near East and Anatolia
6372,8WSRH42B,2011,Millenna in the Middle? Reconsidering the Chalcolithic of Asia Minor
6373,3ECSPRVZ,2011,The Chalcolithic on the Plateau
6374,79R99IQH,1962,"Excavations at Can Hasan; First Preliminary Report, 1961"
6375,57KCX3PM,1953,"Prehistoric Mersin, Yuemuek Tepe in Southern Turkey ; the Neilson Expedition in Cilicia"
6376,WGIRM663,2006,"Constructing communities: clustered neighbourhood settlements of the Central Anatolian Neolithic, ca. 8500-5500 Cal. BC"
6377,U6GA7BJN,2010,"Canhasan Sites 3: Canhasan I, The Small Finds"
6378,345DPJMC,0,The symbolism of Çatalhöyük in its regional context
6379,DGPEK8ET,2013,Wall Paintings at Çatalhöyük
6380,7X466HIQ,2011,Ritual in the Landscape : Evidence from Pınarbaşı in the seventh-millennium cal BC Konya Plain
6381,TX5TSBQF,2010,History houses: a new interpretation of architectural elaboration at Çatalhöyük
6382,REF9KNMF,2006,The Leopard's Tale: Revealing the Mysteries of Çatalhöyük
6383,AF5G8CJT,0,Tepecik-Çiftlik-The Neolithic in Turkey-2012
6384,K3BW7XXI,2007,Reconsidering the Çatalhöyük Community: From Households to Settlement Systems
6385,S8EKSDWX,2005,Estimating the Neolithic Population of Çatalhöyük
6386,66DWU9WH,0,The Development of Expansion of a Neolithic Way of Life
6387,T47HE7XR,2013,The Paleolithic of Iran
6388,KPREJAH2,2003,"Excavations at the Prehistoric Mound of Chogha Bonut, Khuzestan, Iran: Seasons 1976/77, 1977/78, and 1996
Oriental Institute Museum publications"
6389,5M4VZ7FT,2017,"Çatalhöyük, Archaeology, Violence"
6390,WF848ZVJ,2019,Multilevel Simulation of Demography and Food Production in Ancient Agrarian Societies: A Case Study from Roman North Africa
6391,QAAQIJXE,2011,"""Çatalhöyük: A Prehistoric Settlement on the Konya Plain"" In The Oxford Handbook of Ancient Anatolia"
6392,WJJ77MV8,2007,The Ancient World: Soldiers' Lives Through History
6393,DNW34JB6,2010,Is there religion at Çatalhöyük…or are there just houses?
6394,P86386EK,2016,The Age of Agade: Inventing Empire In Ancient Mesopotamia
6395,E3AGDADN,1991,"Of Priestesses, Princes and Poor Relations: The Dead in the Royal Cemetery of Ur"
6396,NIZXBNA6,2000,Ancient Mespotamian Military Organization
6397,NJZK9MGM,1940,The Temple Oval at Khafajah
6398,MAIAZJ3K,1981,Heartland of Cities
6399,VAXR3J6E,2016,"Grain, Storage, and State Making in Mesopotamia (3200-2000 BC"
6400,BVTE2475,2002,Mesopotamia Before History
6401,CGC6QGNC,1992,"Bureaucrats and Managers, Peasants and Pastoralists, Imperialists and Traders: Research on the Uruk and Jemdet Nasr Periods in Mesopotamia"
6402,FJ63HECN,2008,Ancient Mesopotamia at the Dawn of Civilization
6403,V94SXJRJ,1994,"Economy, Ritual, and Power in 'Ubaid Mesopotamia"
6404,ETRKJE35,2012,Southern Mesopotamia
6405,DWHJQHHJ,2012,DONKEY ii: Domestication in Iran
6406,RK4CP9B6,2002,The Origins of the True Chariot
6407,KK2E3KMD,2005,Ancient Mesopotamia: New Perspective
6408,4WM3RBTD,2006,Warfare in the Ancient Near East to 1600 BC: Holy Warriors at the Dawn of History
6409,DX9SY3PH,2015,The Archaeology of Early China
6410,Q77FKW2H,2005,The Chinese Neolithic: Trajectories to Early States
6411,WVR8Q6DM,2012,"Early Mixed Farming of Millet and Rice 7800 Years Ago in the Middle Yellow River Region, China"
6412,DE5TU7HY,2012,The Archaeology of China: From the Late Paleolithic to the Early Bronze Age
6413,6UI7KAQ3,2016,Morality as Cooperation: A Problem-Centred Approach
6414,X6BEBHZ4,2018,Social Norms and Human Normative Psychology
6415,VPZSXHTI,2015,"Law, state and society in early imperial China: a study with critical edition and translation of the legal texts from Zhangjiashan tomb no. 247n2"
6416,I25GVLQE,1955,Remnants of Han law
6417,GKC9H9ED,2019,Is It Good to Cooperate?: Testing the Theory of Morality-as-Cooperation in 60 Societies
6418,TGNAL86N,1999,Muhammad and the Caliphate
6419,FZR3FRD9,2003,Atlas of Cultural Evolution
6420,IG2H5PZG,2019,Complex societies precede moralizing gods throughout world history
6421,TNZYCWV8,2015,The data deluge
6422,C3V5552B,2012,Archaeology as a social science
6423,96DMM27B,2019,The Yellow Vests Movement - a case of long transient dynamics?
6424,NB2DQLFM,2004,"Panarchy: understanding transformations in human and natural systems: Lance H. Gunderson and C.S. Holling (Eds.), Island Press, Washington, DC, 2002, ISBN: 1559638575, 450 pp"
6425,LFJ5DGA7,2019,Crop Productivity Estimates for Past Societies in the World Sample-30 of Seshat: Global History Databank
6426,VSTMT8LV,2013,Big gods: how religion transformed cooperation and conflict
6427,3Z727AEQ,2019,"Human Societies first Grow, then Improve their Information Processing, then Grow Some More"
6428,UFBDKM6X,2019,Quantifying economic resilience from input–output susceptibility to improve predictions of economic growth and recovery
6429,FIDQFVEZ,2019,The loosening of American culture over 200 years is associated with a creativity–order trade-off
6430,S3VW78BD,2004,National and Ethnic Identity in the Neo-Assyrian Empire and Assyrian Identity in Post-Empire Times
6431,MA9UMAD4,2012,"Encyclopaedia of Islam, Second Edition"
6432,UHHNV2KI,2013,The Princeton Encyclopedia of Islamic Political Thought
6433,VCUQBTBP,2012,K̲h̲ārid̲j̲ites
6434,6FXWK62G,2012,ʿOt̲h̲mānli̊
6435,ITZTQA6I,2012,ʿOt̲h̲mānli̊
6436,GCZ3I4TP,2012,Ziyādids
6437,2T85QW33,2012,Ṭāhirids
6438,R36QUTMK,2012,Ṣulayḥids
6439,Z4TPHQ2M,1998,The Transition to History in the Mekong Delta: A View from Cambodia
6440,9VQ4WPVW,1975,Deaths and pretty cousins
6441,NLUPXM9S,1968,The Indianized States of South-East Asia
6442,62FC6XD6,2003,The Śaiva Religion among the Khmers Part I
6443,AYBTKVQ6,1987,In Search of Southeast Asia: A Modern History
6444,YUMJ57US,2005,Preceramic Irrigation Canals in the Peruvian Andes
6445,TXKJNQBP,0,Agro-pastoralism and social change in the Cuzco heartland of Peru: A brief history using environmental proxies
6446,8JQ3PMIC,1981,"Recent and Current Archaeological Research on Moen Island, Truk"
6447,G6MBYP65,1987,Breadfruit
6448,SCNNYZQY,2016,Evaluation of breadfruit (Artocarpus altilis and A. altilis X A. mariannensis) as a dietary protein source
6449,IFI2B8UM,2010,Quantification of Heterotrophic Bacteria and Azospirillum from the Rhizosphere of Taro (Colocasia esculenta L. Schott.) and the Nitrogen Fixing Potential of Isolated Azospirillum
6450,BUXUWRYW,2004,The agricultural economies of early Java and Bali
6451,WQH3SLYJ,2005,A short history of Cambodia : from Empire to survival /
6452,V8GT8VT9,1997,Rice production in Cambodia
6453,J99DI4CK,2004,Encyclopedia of ancient Asian civilizations
6454,IALNSHE4,0,A History of Cambodia
6455,YI8NC8VN,0,"Maya, Khmer and Inca"
6456,WH5B2B28,2010,Khmers
6457,B4S4CPP2,0,Agriculture & Irrigation
6458,94QN6R8U,2002,"The Transformation of the Landscape in Waimea, Hawaii: Pre-Human Era to 1860"
6459,TRYSNMJV,2006,Risky Business: Temporal and Spatial Variation in Preindustrial Dryland Agriculture
6460,A58Q5PDZ,1972,"Native planters in old Hawaii: their life, lore, and environment"
6461,V7BRJSRA,1990,"Alteration of Native Hawaiian Vegetation: Effects of Humans, Their Activities and Introductions"
6462,234SEGU6,2004,Permanent vs. shifting cultivation in the Eastern Woodlands of North America prior to European contact
6463,D5KHU3VT,2009,Cahokia's Boom and Bust in the Context of Climate Change
6464,949N2ZKY,1991,"Review of Traditional Micronesian High Island Horticulture in Belau, Yap, Chuuk, Pohnpei, and Kosrae"
6465,SYA6CHLU,1979,"Sawah cultivation in ancient Java : aspects of development during the Indo-Javanese period, 5th to 15th century"
6466,EMRJQP69,2007,Water and rice in early Java and Bali
6467,V3B2EF3P,2010,History of Rice in Southeast Asia and Australia
6468,WTG75JDY,2004,The Civilization of Angkor
6469,K95LT5S4,1999,Dry-Season Flood-Recession Rice in the Mekong Delta: Two Thousand Years of Sustainable Agriculture?
6470,SABZD9YQ,2014,Monsoon extremes and society over the past millennium on mainland Southeast Asia
6471,RKZVA8A3,2008,"The water management network of Angkor, Cambodia"
6472,LRDRH36J,1985,Feathered Gods and Fishhooks: An Introduction to Hawaiian Archaeology and Prehistory
6473,RUWH2AB9,2015,A New Paradigm for Pre-Columbian Agriculture in North America
6474,EM5KFCV5,2014,Islands of Light
6475,98DGJF9U,2018,Identifying Systemically Important Companies by Using the Credit Network of an Entire Nation
6476,SC4QUSQX,2013,DebtRank-transparency: Controlling systemic risk in financial networks
6477,DGGMTNT7,2018,Multiple Axialities: A Computational Model of the Axial Age
6478,T3TGSR4S,2003,Culture and Crisis: The Case of Germany and Sweden
6479,64RJR655,2017,Complex systems: physics beyond physics
6480,45CTI2RQ,2017,Incentivizing resilience in financial networks
6481,2NKKDCUF,2018,Asocial balance—how your friends determine your enemies: understanding the co-evolution of friendship and enmity interactions in a virtual world
6482,WHDXDQWS,2018,The Origins of Anti-Authoritarianism
6483,5CGL3QYY,2018,Sustainable Modernity: The Nordic Model and Beyond
6484,DXT2UXIN,2015,To bail-out or to bail-in? Answers from an agent-based model
6485,W5RCHENA,1985,Crime and criminality in British India
6486,X9F3QIAN,2012,Crime and Punishment in Ottoman Times: Corruption and Fines
6487,H8CVX9AR,2012,The better angels of our nature: why violence has declined
6488,SW4SH35B,2013,The Local Turn in Peace Building: a critical agenda for peace
6489,CQIRDR58,2018,Peace and the Formation of Political Order
6490,EC9HC7EF,1996,Democracy and peace: putting the cart before the horse?
6491,F49J6GI5,2013,"Predicting armed conflict, 2010–20501"
6492,2D3XWK7P,1988,"Pachacuti: Miracles, Punishments, and Last Judgment: Visionary Past and Prophetic Future in Early Colonial Peru"
6493,DJLDSPZG,1992,Wari imperialism in Middle Horizon Peru
6494,TDZLK4KC,2006,"How the Incas built their heartland: state formation and the innovation of imperial strategies in the Sacred Valley, Peru"
6495,ZQ4NKYQJ,2013,"Regional perspectives on Wari state influence in Cusco, Peru (c. AD 600–1000)"
6496,5U8X7Q5P,1991,Children of Nising: Images of Headhunting and Male Sexuality in Iban Ritual and Oral Literature
6497,BY96PH2H,2018,"Pulling a Little Optimism Out of a Very Grim Account of Global Inequality. A Review of The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century by Walter Scheidel (Princeton University Press, 2017)"
6498,4S5ABCML,2007,Canaanite Religion
6499,JUKQC8NB,2011,"Debt: the first 5,000 years"
6500,SXIJ4K6D,2003,The Economy of Roman Palestine
6501,JEDJ335U,1995,The Shifting Frontier: The Achaemenid Empire's Treatment of Western Colonies
6502,LSV62CYB,2005,The Fall and Rise of Jerusalem: Judah Under Babylonian Rule
6503,74JXWW9C,2014,"From the Maccabees to the Mishnah, Third Edition"
6504,B67DSQQ9,2011,Jewish Subjects and Seleukid Kings: A Case Study of Economic Interaction
6505,GTYRZKC7,2010,The Bar Kokhba Revolt and Hadrian’s Religious Policy
6506,W5KPNATK,1979,The Integrative Transformation: Patterns of Sociopolitical Organization in Southern Syria
6507,Y94VJ5K4,2016,The Emergence of Israel in Ancient Palestine : Historical and Anthropological Perspectives
6508,44TZLUJL,2002,The Circumscription of the King: Deuteronomy 17:16-17 in Its Ancient Social Context
6509,AWVVIZJ7,2011,Ancient Jewish Social Relations
6510,YBN5QBQU,2004,Historiography on the Jews in the ‘Talmudic Period’ (70–640 ce)
6511,LG3PQYZR,2004,Classical Rabbinic Literature
6512,QKRWFBXB,1987,The ruling class of Judaea: the origins of the jewish revolt against Rome A.D. 66-70
6513,NZQRKS9I,1999,"Bandits, Prophets, and Messiahs: Popular Movements at the Time of Jesus"
6514,2V29BD2B,2008,The Jews as a Chosen People: Tradition and Transformation
6515,TFVAQTJH,2002,The Jains
6516,EJQ86NSD,2018,Fitting Dynamic Regression Models to Seshat Data
6517,2QTTDUAL,2018,A Systematic Assessment of “Axial Age” Proposals Using Global Comparative Historical Evidence
6518,X6QM74ZW,1979,A framework for analyzing the state in economic history
6519,32QVGJXW,2005,"Enemies of civilization: attitudes toward foreigners in ancient Mesopotamia, Egypt, and China"
6520,K9BKM5W7,2002,"Feasting, Craft Specialization, and the Ritual Mode of Production in Small-Scale Societies"
6521,LREY3RAS,1969,Standard Cross-Cultural Sample
6522,MTE4KD33,2018,"Material security, life history, and moralistic religions: A cross-cultural examination"
6523,H9RLIDDA,1986,"From Popular Sovereignty to the Sovereignty of Law: Law, Society, and Politics in Fifth-Century Athens"
6524,NE2FUCXS,2012,The Heritage of the Axial Age: Resource or Burden?
6525,B9QCVNTQ,2002,The Encounter of Zoroastrianism with Islam
6526,4PHZEIX5,2010,Law
6527,52NH3DPI,2010,Urbanism
6528,6WEIGMFD,2010,Architecture
6529,2W6HECK6,2010,Political Theory
6530,XVIDJMZE,2007,The state of speech rhetoric and political thought in Ancient Rome
6531,XJY7LZ4K,2000,The Dark Age of Greece: An Archaeological Survey of the Eleventh to the Eighth Centuries BC
6532,U99TX6W7,1990,The Hasmonean Revolt and the Hasmonean Dynasty
6533,KNRWR33N,1990,The Political and Social History of Palestine from Alexander to Antiochus III (333-187 B.C.E.)
